LOCATION: Hinsdale
Rent: $4300

March 13, 2021, Enris, Taiyo, Sabiha, Cole, $481.5, 76, 43, 74
August 21, 2021, Shiven, Thomas, Camil, Grace, Mallory, Jett, Max, $1083.5, 136, 159, 138
August 22, 2021, Shiven, Thomas, Grace, Mallory, Jett, Mark, Max, $1075.5, 136, 157, 137
August 23, 2021, Shiven, Thomas, Mallory, Mark, Arun, Anushka, Andres, $1083.0, 137, 158, 138
August 24, 2021, Shiven, Thomas, Mallory, Mark, Anushka, Jett, Andres, $1084.5, 137, 155, 141
August 25, 2021, Shiven, Mallory, Mark, Jett, Neeraj, Elena, Andres, $1092.5, 137, 157, 142
August 26, 2021, Shiven, Mark, Jett, Neeraj, Elena, Anushka, Andres, $1095.5, 136, 159, 142
August 28, 2021, Mark, Jett, Neeraj, Elena, Aryan, Anushka, Andres, $1103.0, 137, 160, 143
August 29, 2021, Mark, Jett, Neeraj, Aryan, Anushka, Mallory, Andres, $1106.0, 137, 160, 144
August 30, 2021, Jett, Neeraj, Aryan, Anushka, Mallory, Arun, Max, $1113.0, 137, 164, 143
August 31, 2021, Jett, Neeraj, Aryan, Mallory, Arun, Camil, Max, $1112.5, 137, 165, 142
September 01, 2021, Neeraj, Aryan, Mallory, Arun, Arnav, Jett, Max, $1118.0, 137, 166, 143
September 02, 2021, Neeraj, Mallory, Arnav, Jett, Shiven, Prashant, Max, $1123.0, 137, 168, 143
September 04, 2021, Neeraj, Mallory, Jett, Prashant, Thomas, Shiven, Max, $1128.0, 137, 170, 143
September 05, 2021, Neeraj, Mallory, Jett, Prashant, Thomas, Shiven, Max, $1127.0, 138, 170, 142
September 06, 2021, Neeraj, Mallory, Prashant, Thomas, Shiven, Arun, Max, $1125.5, 137, 169, 143
September 07, 2021, Neeraj, Mallory, Thomas, Arun, Anushka, Arnav, Max, $1133.5, 137, 171, 144
September 08, 2021, Neeraj, Mallory, Thomas, Arun, Arnav, Mark, Andres, $1141.0, 137, 174, 144
September 09, 2021, Neeraj, Mallory, Arun, Arnav, Mark, Shiven, Max, $1142.5, 137, 177, 142
September 11, 2021, Neeraj, Mallory, Arun, Arnav, Mark, Thomas, Kimberly, $1147.5, 137, 179, 142
September 12, 2021, Mallory, Arun, Arnav, Mark, Thomas, Elena, Kimberly, $1149.5, 137, 181, 141
September 13, 2021, Arun, Arnav, Mark, Thomas, Elena, Grace, Max, $1147.0, 136, 182, 140
September 14, 2021, Arun, Mark, Elena, Grace, Jett, Camil, Max, $1154.5, 137, 183, 141
September 15, 2021, Arun, Elena, Grace, Jett, Camil, Neeraj, Max, $1157.5, 137, 183, 142
September 16, 2021, Elena, Grace, Jett, Camil, Neeraj, Prashant, Max, $1159.5, 137, 185, 141
September 18, 2021, Elena, Jett, Camil, Neeraj, Prashant, Anushka, Andres, $1155.0, 137, 182, 142
September 19, 2021, Elena, Jett, Camil, Prashant, Anushka, Arun, Max, $1146.5, 137, 181, 140
September 20, 2021, Elena, Jett, Camil, Anushka, Arun, Shiven, Kimberly, $1147.0, 137, 180, 141
September 21, 2021, Jett, Camil, Anushka, Arun, Shiven, Mallory, Kimberly, $1142.0, 137, 178, 141
September 22, 2021, Jett, Anushka, Shiven, Mallory, Mark, Prashant, Kimberly, $1149.5, 137, 181, 141
September 23, 2021, Anushka, Shiven, Mark, Prashant, Thomas, Grace, Andres, $1152.0, 137, 182, 141
September 25, 2021, Shiven, Mark, Prashant, Thomas, Camil, Neeraj, Andres, $1159.0, 137, 186, 140
September 26, 2021, Shiven, Prashant, Thomas, Neeraj, Aryan, Mallory, Andres, $1144.0, 136, 182, 139
September 27, 2021, Prashant, Thomas, Neeraj, Mallory, Grace, Arun, Andres, $1140.0, 135, 180, 140
September 28, 2021, Prashant, Thomas, Neeraj, Mallory, Arun, Camil, Max, $1140.0, 135, 180, 140
September 29, 2021, Prashant, Thomas, Neeraj, Arun, Camil, Elena, Max, $1145.0, 135, 182, 140
September 30, 2021, Thomas, Neeraj, Camil, Elena, Arnav, Jett, Max, $1140.5, 134, 181, 140
October 02, 2021, Thomas, Neeraj, Elena, Arnav, Jett, Grace, Max, $1132.5, 134, 179, 139
October 03, 2021, Neeraj, Arnav, Jett, Grace, Camil, Thomas, Andres, $1133.0, 134, 178, 140
October 04, 2021, Arnav, Jett, Grace, Camil, Thomas, Mallory, Andres, $1136.0, 133, 180, 140
October 05, 2021, Jett, Grace, Camil, Thomas, Mallory, Arnav, Andres, $1131.5, 132, 179, 140
October 06, 2021, Jett, Grace, Camil, Mallory, Arnav, Anushka, Andres, $1133.5, 132, 181, 139
October 07, 2021, Grace, Camil, Mallory, Arnav, Anushka, Shiven, Andres, $1139.5, 132, 181, 141
October 09, 2021, Grace, Camil, Arnav, Anushka, Shiven, Mallory, Andres, $1141.5, 132, 183, 140
October 10, 2021, Grace, Camil, Arnav, Shiven, Thomas, Arun, Andres, $1147.0, 132, 184, 141
October 11, 2021, Grace, Camil, Arnav, Shiven, Thomas, Arun, Andres, $1150.5, 132, 183, 143
October 12, 2021, Grace, Arnav, Thomas, Arun, Neeraj, Prashant, Kimberly, $1151.0, 131, 184, 143
October 13, 2021, Grace, Arnav, Thomas, Arun, Neeraj, Prashant, Kimberly, $1157.0, 131, 184, 145
October 14, 2021, Grace, Arnav, Arun, Prashant, Mallory, Mark, Max, $1163.0, 131, 184, 147
October 16, 2021, Arnav, Arun, Prashant, Mark, Anushka, Mallory, Max, $1168.0, 131, 186, 147
October 17, 2021, Arnav, Arun, Prashant, Mark, Anushka, Mallory, Max, $1166.0, 130, 186, 147
October 18, 2021, Arun, Prashant, Mark, Anushka, Mallory, Camil, Max, $1163.0, 130, 186, 146
October 19, 2021, Arun, Prashant, Mark, Anushka, Camil, Thomas, Max, $1170.0, 130, 190, 145
October 20, 2021, Arun, Mark, Camil, Thomas, Aryan, Arnav, Max, $1168.5, 129, 189, 146
October 21, 2021, Mark, Thomas, Aryan, Jett, Anushka, Neeraj, Andres, $1167.5, 130, 189, 145
October 23, 2021, Thomas, Aryan, Jett, Anushka, Neeraj, Prashant, Andres, $1167.0, 130, 190, 144
October 24, 2021, Thomas, Jett, Neeraj, Elena, Shiven, Mark, Andres, $1166.0, 131, 190, 143
October 25, 2021, Jett, Elena, Shiven, Mark, Neeraj, Grace, Andres, $1155.5, 131, 187, 142
October 26, 2021, Jett, Elena, Mark, Grace, Shiven, Arnav, Andres, $1159.5, 130, 187, 144
October 27, 2021, Jett, Elena, Mark, Grace, Shiven, Arnav, Andres, $1159.5, 130, 187, 144
October 28, 2021, Elena, Grace, Shiven, Arnav, Prashant, Arun, Andres, $1157.0, 130, 186, 144
October 30, 2021, Elena, Grace, Arnav, Arun, Mallory, Shiven, Andres, $1149.5, 130, 183, 144
October 31, 2021, Elena, Grace, Arun, Shiven, Neeraj, Jett, Andres, $1163.0, 129, 188, 145
November 01, 2021, Elena, Arun, Shiven, Jett, Arnav, Prashant, Andres, $1163.0, 129, 188, 145
November 02, 2021, Elena, Arun, Shiven, Jett, Arnav, Prashant, Andres, $1165.5, 129, 189, 145
November 03, 2021, Elena, Arun, Shiven, Arnav, Prashant, Thomas, Andres, $1173.0, 129, 192, 145
November 04, 2021, Elena, Arun, Arnav, Prashant, Mark, Jett, Andres, $1177.0, 128, 192, 147
November 06, 2021, Arun, Arnav, Prashant, Mark, Jett, Camil, Andres, $1170.0, 127, 190, 147
November 07, 2021, Arun, Prashant, Mark, Jett, Neeraj, Shiven, Andres, $1170.0, 127, 190, 147
November 08, 2021, Arun, Mark, Neeraj, Shiven, Prashant, Thomas, Kimberly, $1172.5, 127, 191, 147
November 09, 2021, Arun, Mark, Neeraj, Prashant, Shiven, Camil, Kimberly, $1167.0, 127, 190, 146
November 10, 2021, Arun, Neeraj, Prashant, Shiven, Camil, Aryan, Kimberly, $1162.0, 126, 190, 145
November 11, 2021, Arun, Neeraj, Prashant, Shiven, Camil, Aryan, Max, $1156.0, 126, 190, 143
November 13, 2021, Neeraj, Prashant, Shiven, Aryan, Thomas, Anushka, Max, $1154.5, 125, 189, 144
November 14, 2021, Neeraj, Prashant, Shiven, Aryan, Thomas, Anushka, Max, $1162.0, 125, 192, 144
November 15, 2021, Prashant, Shiven, Thomas, Anushka, Aryan, Camil, Andres, $1158.5, 126, 191, 143
November 16, 2021, Prashant, Shiven, Thomas, Anushka, Aryan, Camil, Andres, $1155.0, 126, 192, 141
November 17, 2021, Shiven, Thomas, Anushka, Camil, Arnav, Arun, Andres, $1152.0, 126, 192, 140
November 18, 2021, Shiven, Thomas, Anushka, Arnav, Prashant, Mark, Kimberly, $1151.5, 126, 193, 139
November 20, 2021, Thomas, Anushka, Arnav, Mark, Arun, Mallory, Andres, $1154.5, 125, 195, 139
November 21, 2021, Anushka, Arnav, Mark, Arun, Mallory, Grace, Andres, $1153.5, 125, 197, 137
November 22, 2021, Arnav, Mark, Arun, Grace, Prashant, Camil, Andres, $1156.5, 125, 197, 138
November 23, 2021, Arnav, Mark, Arun, Grace, Prashant, Aryan, Andres, $1164.0, 126, 198, 139
November 24, 2021, Arnav, Mark, Arun, Grace, Prashant, Aryan, Andres, $1148.5, 126, 193, 138
November 25, 2021, Arnav, Mark, Arun, Prashant, Aryan, Neeraj, Andres, $1148.5, 126, 193, 138
November 27, 2021, Mark, Arun, Prashant, Aryan, Neeraj, Mallory, Andres, $1156.5, 126, 195, 139
November 28, 2021, Arun, Prashant, Aryan, Neeraj, Mallory, Anushka, Max, $1163.5, 127, 197, 139
November 29, 2021, Arun, Prashant, Aryan, Neeraj, Mallory, Anushka, Kimberly, $1161.5, 127, 195, 140
November 30, 2021, Arun, Prashant, Aryan, Neeraj, Mallory, Anushka, Andres, $1165.5, 127, 199, 138
December 01, 2021, Prashant, Neeraj, Mallory, Elena, Jett, Shiven, Andres, $1171.0, 127, 200, 139
December 02, 2021, Prashant, Neeraj, Mallory, Elena, Jett, Shiven, Andres, $1173.5, 127, 201, 139
December 04, 2021, Prashant, Neeraj, Elena, Shiven, Mark, Jett, Andres, $1170.5, 127, 201, 138
December 05, 2021, Prashant, Elena, Shiven, Jett, Arun, Mark, Andres, $1175.5, 127, 203, 138
December 06, 2021, Prashant, Elena, Shiven, Arun, Arnav, Aryan, Andres, $1163.5, 126, 199, 138
December 07, 2021, Prashant, Shiven, Arun, Arnav, Aryan, Thomas, Andres, $1166.5, 125, 201, 138
December 08, 2021, Prashant, Arun, Arnav, Aryan, Thomas, Mark, Andres, $1181.5, 126, 205, 139
December 09, 2021, Prashant, Arun, Arnav, Aryan, Mark, Neeraj, Max, $1184.0, 126, 206, 139
December 11, 2021, Prashant, Arnav, Aryan, Mark, Neeraj, Camil, Kimberly, $1189.0, 126, 208, 139
December 12, 2021, Prashant, Arnav, Aryan, Neeraj, Camil, Grace, Kimberly, $1198.5, 127, 211, 139
December 13, 2021, Prashant, Arnav, Aryan, Camil, Grace, Mallory, Max, $1201.0, 128, 210, 140
December 14, 2021, Prashant, Aryan, Camil, Grace, Elena, Mallory, Max, $1209.5, 128, 211, 142
December 15, 2021, Prashant, Aryan, Camil, Grace, Elena, Mallory, Max, $1215.5, 127, 213, 143
December 16, 2021, Aryan, Grace, Mallory, Mark, Shiven, Arun, Max, $1226.5, 127, 215, 145
December 18, 2021, Grace, Mallory, Shiven, Anushka, Mark, Neeraj, Max, $1226.5, 127, 215, 145
December 19, 2021, Mallory, Shiven, Mark, Aryan, Arnav, Grace, Max, $1237.5, 127, 217, 147
December 20, 2021, Mallory, Mark, Aryan, Arnav, Grace, Camil, Max, $1241.5, 128, 219, 146
December 21, 2021, Mark, Aryan, Arnav, Grace, Camil, Mallory, Andres, $1242.0, 128, 218, 147
December 22, 2021, Mark, Arnav, Grace, Mallory, Elena, Neeraj, Andres, $1246.5, 129, 219, 147
December 23, 2021, Mark, Arnav, Mallory, Neeraj, Grace, Arun, Max, $1264.5, 129, 225, 148
December 25, 2021, Arnav, Mallory, Grace, Arun, Prashant, Camil, Max, $1269.5, 130, 225, 149
December 26, 2021, Arnav, Mallory, Arun, Prashant, Camil, Jett, Max, $1259.0, 130, 222, 148
December 27, 2021, Mallory, Prashant, Camil, Jett, Grace, Mark, Max, $1262.0, 130, 222, 149
December 28, 2021, Mallory, Prashant, Jett, Mark, Camil, Elena, Kimberly, $1267.5, 130, 223, 150
December 29, 2021, Mallory, Prashant, Jett, Mark, Elena, Arun, Kimberly, $1270.5, 130, 223, 151
December 30, 2021, Prashant, Jett, Mark, Elena, Arun, Anushka, Andres, $1275.5, 131, 223, 152
January 01, 2022, Prashant, Jett, Mark, Elena, Anushka, Aryan, Andres, $1278.5, 131, 223, 153
January 02, 2022, Prashant, Jett, Elena, Aryan, Mallory, Camil, Kimberly, $1288.0, 132, 226, 153
January 03, 2022, Prashant, Jett, Aryan, Mallory, Camil, Neeraj, Kimberly, $1301.5, 132, 229, 155
January 04, 2022, Prashant, Jett, Aryan, Mallory, Neeraj, Mark, Kimberly, $1292.0, 131, 226, 155
January 05, 2022, Jett, Aryan, Neeraj, Mark, Camil, Shiven, Kimberly, $1296.5, 131, 229, 154
January 06, 2022, Jett, Aryan, Neeraj, Mark, Camil, Arnav, Kimberly, $1293.0, 132, 228, 153
January 08, 2022, Jett, Aryan, Neeraj, Mark, Camil, Arnav, Kimberly, $1289.5, 132, 229, 151
January 09, 2022, Jett, Aryan, Neeraj, Camil, Arnav, Anushka, Kimberly, $1295.5, 132, 229, 153
January 10, 2022, Jett, Aryan, Neeraj, Arnav, Anushka, Grace, Kimberly, $1298.5, 132, 229, 154
January 11, 2022, Aryan, Neeraj, Arnav, Anushka, Grace, Jett, Max, $1306.5, 132, 231, 155
January 12, 2022, Aryan, Neeraj, Arnav, Anushka, Grace, Jett, Max, $1313.0, 131, 232, 157
January 13, 2022, Neeraj, Anushka, Grace, Jett, Elena, Aryan, Max, $1322.0, 130, 234, 159
January 15, 2022, Anushka, Jett, Elena, Aryan, Arnav, Camil, Andres, $1317.5, 129, 233, 159
January 16, 2022, Anushka, Jett, Elena, Aryan, Arnav, Thomas, Kimberly, $1315.0, 129, 232, 159
January 17, 2022, Anushka, Jett, Elena, Aryan, Arnav, Mallory, Kimberly, $1315.5, 129, 231, 160
January 18, 2022, Jett, Elena, Arnav, Shiven, Arun, Aryan, Kimberly, $1321.5, 128, 233, 161
January 19, 2022, Jett, Arnav, Shiven, Arun, Anushka, Prashant, Kimberly, $1324.0, 128, 234, 161
January 20, 2022, Jett, Arnav, Shiven, Arun, Prashant, Grace, Kimberly, $1321.0, 128, 234, 160
January 22, 2022, Jett, Arnav, Arun, Prashant, Grace, Thomas, Kimberly, $1326.0, 128, 236, 160
January 23, 2022, Jett, Arnav, Prashant, Thomas, Neeraj, Arun, Kimberly, $1329.0, 127, 238, 160
January 24, 2022, Jett, Arnav, Prashant, Neeraj, Mallory, Grace, Kimberly, $1335.5, 127, 237, 163
January 25, 2022, Jett, Arnav, Prashant, Neeraj, Mallory, Grace, Kimberly, $1335.5, 128, 235, 164
January 26, 2022, Jett, Arnav, Prashant, Neeraj, Mallory, Thomas, Kimberly, $1343.5, 128, 237, 165
January 27, 2022, Arnav, Prashant, Neeraj, Mallory, Thomas, Arun, Andres, $1341.5, 128, 235, 166
January 29, 2022, Prashant, Mallory, Thomas, Arun, Arnav, Jett, Andres, $1354.5, 128, 239, 167
January 30, 2022, Prashant, Mallory, Thomas, Arnav, Shiven, Mark, Kimberly, $1360.5, 128, 239, 169
January 31, 2022, Mallory, Arnav, Mark, Prashant, Camil, Shiven, Kimberly, $1357.5, 128, 239, 168
February 01, 2022, Arnav, Prashant, Camil, Anushka, Elena, Shiven, Kimberly, $1352.5, 127, 239, 167
February 02, 2022, Arnav, Prashant, Camil, Anushka, Elena, Mallory, Kimberly, $1361.0, 127, 240, 169
February 03, 2022, Prashant, Anushka, Elena, Mallory, Arun, Arnav, Kimberly, $1364.0, 127, 240, 170
February 05, 2022, Prashant, Anushka, Mallory, Arnav, Mark, Aryan, Kimberly, $1361.5, 127, 239, 170
February 06, 2022, Prashant, Mallory, Mark, Anushka, Elena, Camil, Max, $1349.5, 126, 235, 170
February 07, 2022, Prashant, Mark, Anushka, Elena, Camil, Arun, Andres, $1357.5, 127, 235, 172
February 08, 2022, Mark, Anushka, Elena, Arun, Prashant, Aryan, Max, $1357.5, 127, 235, 172
February 09, 2022, Mark, Anushka, Arun, Aryan, Elena, Prashant, Kimberly, $1358.5, 126, 235, 173
February 10, 2022, Mark, Anushka, Arun, Elena, Prashant, Jett, Kimberly, $1360.5, 126, 237, 172
February 12, 2022, Mark, Arun, Elena, Prashant, Jett, Aryan, Kimberly, $1370.0, 126, 242, 171
February 13, 2022, Mark, Arun, Elena, Prashant, Jett, Aryan, Andres, $1363.0, 125, 240, 171
February 14, 2022, Mark, Elena, Jett, Thomas, Anushka, Camil, Andres, $1363.0, 125, 240, 171
February 15, 2022, Mark, Elena, Jett, Anushka, Prashant, Thomas, Andres, $1355.0, 125, 238, 170
February 16, 2022, Mark, Elena, Anushka, Prashant, Thomas, Jett, Andres, $1362.5, 126, 239, 171
February 17, 2022, Elena, Anushka, Prashant, Jett, Arnav, Aryan, Andres, $1362.5, 126, 239, 171
February 19, 2022, Elena, Anushka, Jett, Arnav, Aryan, Arun, Andres, $1365.0, 126, 240, 171
February 20, 2022, Elena, Jett, Arnav, Aryan, Anushka, Thomas, Andres, $1360.0, 126, 238, 171
February 21, 2022, Elena, Jett, Arnav, Anushka, Thomas, Grace, Andres, $1365.5, 126, 239, 172
February 22, 2022, Jett, Arnav, Anushka, Grace, Mark, Elena, Andres, $1354.5, 126, 237, 170
February 23, 2022, Arnav, Anushka, Grace, Mark, Elena, Camil, Andres, $1359.5, 126, 239, 170
February 24, 2022, Anushka, Grace, Mark, Elena, Camil, Mallory, Andres, $1352.0, 126, 236, 170
February 26, 2022, Grace, Mark, Camil, Mallory, Arnav, Jett, Kimberly, $1342.5, 124, 235, 169
February 27, 2022, Mark, Camil, Mallory, Arnav, Jett, Shiven, Andres, $1348.0, 125, 234, 171
February 28, 2022, Camil, Arnav, Jett, Neeraj, Mark, Prashant, Andres, $1340.0, 125, 232, 170
March 01, 2022, Camil, Arnav, Jett, Neeraj, Mark, Prashant, Max, $1342.5, 125, 233, 170
March 02, 2022, Arnav, Jett, Neeraj, Mark, Prashant, Anushka, Kimberly, $1345.0, 125, 234, 170
March 03, 2022, Jett, Neeraj, Prashant, Arnav, Camil, Mark, Kimberly, $1339.5, 125, 233, 169
March 05, 2022, Jett, Neeraj, Arnav, Mark, Grace, Shiven, Kimberly, $1340.0, 124, 234, 169
March 06, 2022, Jett, Arnav, Mark, Grace, Shiven, Anushka, Kimberly, $1345.0, 124, 236, 169
March 07, 2022, Jett, Mark, Grace, Anushka, Thomas, Arun, Kimberly, $1348.0, 124, 236, 170
March 08, 2022, Mark, Grace, Anushka, Arun, Elena, Arnav, Andres, $1355.0, 123, 236, 173
March 09, 2022, Mark, Grace, Arun, Elena, Arnav, Neeraj, Andres, $1368.0, 123, 240, 174
March 10, 2022, Mark, Grace, Arun, Elena, Arnav, Neeraj, Andres, $1368.0, 123, 240, 174

LOCATION: Willowbrook
Rent: $3900


March 13, 2021, Emmanuel, Carlos, Viha, Rishika, $712.0, 127, 92, 76
March 14, 2021, Emmanuel, Viha, Vladimir, Rishika, $701.5, 128, 87, 76
March 15, 2021, Emmanuel, Viha, Vladimir, Caroline, $704.0, 128, 88, 76
March 16, 2021, Emmanuel, Viha, Vladimir, Caroline, $709.0, 128, 90, 76
March 17, 2021, Emmanuel, Vladimir, Viha, Caroline, $712.5, 128, 89, 78
March 18, 2021, Vladimir, Viha, Songting, Rishika, $704.5, 128, 87, 77
March 20, 2021, Vladimir, Viha, Songting, Caroline, $703.0, 128, 84, 79
March 21, 2021, Vladimir, Viha, Emmanuel, Caroline, $708.0, 129, 84, 80
March 22, 2021, Viha, Emmanuel, Jesus, Caroline, $707.5, 129, 85, 79
March 23, 2021, Viha, Emmanuel, Jesus, Caroline, $711.5, 130, 87, 78
March 24, 2021, Emmanuel, Jesus, Viha, Caroline, $703.5, 130, 85, 77
March 25, 2021, Emmanuel, Viha, Luca, Caroline, $705.5, 130, 87, 76
March 27, 2021, Viha, Vladimir, Jesus, Caroline, $705.5, 131, 85, 77
March 28, 2021, Viha, Vladimir, Luca, Caroline, $715.0, 132, 88, 77
March 29, 2021, Viha, Luca, Songting, Caroline, $717.0, 132, 90, 76
March 30, 2021, Viha, Luca, Songting, Caroline, $714.5, 133, 87, 77
March 31, 2021, Viha, Luca, Songting, Caroline, $713.5, 134, 87, 76
April 01, 2021, Viha, Luca, Igor, Caroline, $708.0, 135, 84, 76
April 03, 2021, Viha, Luca, Jesus, Caroline, $707.5, 135, 85, 75
April 04, 2021, Viha, Jesus, Emmanuel, Rishika, $707.0, 136, 84, 75
April 05, 2021, Viha, Jesus, Emmanuel, Rishika, $712.0, 137, 84, 76
April 06, 2021, Viha, Jesus, Songting, Rishika, $707.0, 138, 80, 77
April 07, 2021, Viha, Jesus, Songting, Rishika, $706.0, 139, 80, 76
April 08, 2021, Viha, Jesus, Songting, Rishika, $705.5, 139, 81, 75
April 10, 2021, Viha, Jesus, Songting, Rishika, $699.5, 140, 79, 74
April 11, 2021, Jesus, Viha, Songting, Caroline, $691.5, 141, 75, 74
April 12, 2021, Jesus, Songting, Vladimir, Caroline, $692.0, 141, 74, 75
April 13, 2021, Jesus, Songting, Vladimir, Rishika, $701.5, 142, 77, 75
April 14, 2021, Jesus, Vladimir, Viha, Caroline, $709.0, 142, 80, 75
April 15, 2021, Jesus, Vladimir, Viha, Caroline, $708.5, 142, 81, 74
April 17, 2021, Vladimir, Viha, Emmanuel, Caroline, $716.0, 143, 82, 75
April 18, 2021, Vladimir, Viha, Emmanuel, Caroline, $721.5, 143, 83, 76
April 19, 2021, Vladimir, Emmanuel, Jesus, Rishika, $726.0, 144, 84, 76
April 20, 2021, Vladimir, Emmanuel, Jesus, Rishika, $727.5, 145, 85, 75
April 21, 2021, Vladimir, Jesus, Songting, Rishika, $729.5, 146, 85, 75
April 22, 2021, Vladimir, Jesus, Songting, Rishika, $729.5, 147, 83, 76
April 24, 2021, Vladimir, Jesus, Songting, Caroline, $744.0, 148, 88, 76
April 25, 2021, Vladimir, Jesus, Emmanuel, Rishika, $753.5, 149, 91, 76
April 26, 2021, Jesus, Emmanuel, Songting, Rishika, $758.5, 150, 91, 77
April 27, 2021, Emmanuel, Songting, Luca, Rishika, $765.5, 151, 93, 77
April 28, 2021, Emmanuel, Songting, Luca, Rishika, $771.0, 151, 94, 78
April 29, 2021, Songting, Luca, Vladimir, Rishika, $768.0, 151, 94, 77
May 01, 2021, Songting, Vladimir, Viha, Rishika, $765.0, 152, 92, 77
May 02, 2021, Songting, Vladimir, Viha, Rishika, $762.0, 153, 90, 77
May 03, 2021, Songting, Viha, Jesus, Rishika, $774.5, 154, 93, 78
May 04, 2021, Songting, Jesus, Vladimir, Rishika, $774.0, 155, 92, 78
May 05, 2021, Songting, Jesus, Carlos, Caroline, $775.5, 156, 93, 77
May 06, 2021, Songting, Carlos, Emmanuel, Caroline, $780.5, 156, 95, 77
May 08, 2021, Songting, Emmanuel, Jesus, Caroline, $790.0, 157, 98, 77
May 09, 2021, Songting, Emmanuel, Jesus, Caroline, $795.0, 158, 98, 78
May 10, 2021, Songting, Emmanuel, Jesus, Caroline, $805.5, 159, 99, 80
May 11, 2021, Songting, Emmanuel, Jesus, Caroline, $808.5, 158, 101, 80
May 12, 2021, Emmanuel, Jesus, Vladimir, Caroline, $803.0, 157, 102, 78
May 13, 2021, Jesus, Luca, Carlos, Caroline, $798.5, 157, 99, 79
May 15, 2021, Luca, Carlos, Vladimir, Caroline, $805.0, 157, 98, 82
May 16, 2021, Luca, Vladimir, Viha, Caroline, $809.5, 158, 99, 82
May 17, 2021, Luca, Vladimir, Viha, Caroline, $808.0, 160, 98, 81
May 18, 2021, Luca, Vladimir, Viha, Caroline, $805.5, 161, 95, 82
May 19, 2021, Vladimir, Emmanuel, Igor, Caroline, $800.5, 162, 91, 83
May 20, 2021, Emmanuel, Igor, Vladimir, Rishika, $800.5, 163, 89, 84
May 22, 2021, Emmanuel, Igor, Vladimir, Rishika, $803.0, 163, 90, 84
May 23, 2021, Emmanuel, Igor, Vladimir, Rishika, $813.5, 164, 91, 86
May 24, 2021, Igor, Vladimir, Carlos, Rishika, $808.5, 164, 89, 86
May 25, 2021, Igor, Carlos, Emmanuel, Rishika, $808.0, 165, 88, 86
May 26, 2021, Igor, Emmanuel, Luca, Rishika, $807.5, 166, 87, 86
May 27, 2021, Igor, Emmanuel, Luca, Rishika, $815.0, 167, 88, 87
May 29, 2021, Igor, Emmanuel, Luca, Rishika, $813.5, 167, 85, 89
May 30, 2021, Igor, Emmanuel, Luca, Rishika, $811.5, 167, 83, 90
May 31, 2021, Emmanuel, Luca, Vladimir, Caroline, $822.0, 167, 86, 91
June 01, 2021, Luca, Vladimir, Viha, Caroline, $827.0, 168, 86, 92
June 02, 2021, Luca, Viha, Vladimir, Caroline, $832.5, 169, 85, 94
June 03, 2021, Luca, Viha, Vladimir, Rishika, $835.5, 170, 83, 96
June 05, 2021, Viha, Jesus, Luca, Caroline, $842.5, 171, 85, 96
June 06, 2021, Jesus, Viha, Vladimir, Caroline, $839.5, 171, 85, 95
June 07, 2021, Jesus, Viha, Vladimir, Caroline, $852.0, 172, 88, 96
June 08, 2021, Viha, Vladimir, Carlos, Caroline, $855.5, 172, 87, 98
June 09, 2021, Viha, Vladimir, Emmanuel, Rishika, $851.0, 172, 84, 99
June 10, 2021, Viha, Vladimir, Emmanuel, Rishika, $854.0, 174, 86, 97
June 12, 2021, Viha, Vladimir, Emmanuel, Rishika, $855.5, 175, 87, 96
June 13, 2021, Vladimir, Emmanuel, Luca, Rishika, $857.0, 176, 88, 95
June 14, 2021, Vladimir, Luca, Viha, Rishika, $856.5, 177, 87, 95
June 15, 2021, Vladimir, Luca, Viha, Rishika, $853.5, 177, 87, 94
June 16, 2021, Vladimir, Luca, Viha, Rishika, $847.5, 178, 85, 93
June 17, 2021, Vladimir, Viha, Carlos, Rishika, $855.0, 179, 86, 94
June 19, 2021, Vladimir, Viha, Luca, Rishika, $856.5, 180, 87, 93
June 20, 2021, Viha, Luca, Emmanuel, Rishika, $858.0, 181, 88, 92
June 21, 2021, Viha, Emmanuel, Jesus, Rishika, $855.0, 181, 88, 91
June 22, 2021, Viha, Emmanuel, Jesus, Rishika, $855.0, 181, 88, 91
June 23, 2021, Viha, Jesus, Vladimir, Rishika, $862.5, 181, 91, 91
June 24, 2021, Viha, Jesus, Vladimir, Rishika, $862.0, 181, 92, 90
June 26, 2021, Viha, Jesus, Songting, Rishika, $850.5, 182, 89, 88
June 27, 2021, Jesus, Songting, Viha, Rishika, $859.5, 184, 91, 88
June 28, 2021, Jesus, Songting, Vladimir, Rishika, $861.0, 185, 92, 87
June 29, 2021, Songting, Vladimir, Emmanuel, Rishika, $861.5, 185, 91, 88
June 30, 2021, Songting, Vladimir, Emmanuel, Rishika, $866.5, 185, 93, 88
July 01, 2021, Songting, Vladimir, Emmanuel, Rishika, $875.5, 185, 93, 91
July 03, 2021, Vladimir, Emmanuel, Carlos, Rishika, $877.5, 185, 95, 90
July 04, 2021, Vladimir, Carlos, Jesus, Rishika, $874.0, 186, 94, 89
July 05, 2021, Vladimir, Carlos, Jesus, Rishika, $876.0, 187, 94, 89
July 06, 2021, Vladimir, Jesus, Luca, Rishika, $880.5, 188, 95, 89
July 07, 2021, Jesus, Luca, Igor, Rishika, $882.5, 189, 95, 89
July 08, 2021, Luca, Songting, Emmanuel, Caroline, $889.5, 190, 97, 89
